dialogue,label,meta,scenario_type,scenario_relationship,scenario_context,participants
"야 거기 공원이야
응 여긴 도서관 근처야
조용히 해야지
놀이 기구 비용 나누려고 전화했어
그래 얼마 나왔어
각자 만원씩 내면 돼
아 오케이 괜찮네
기구는 재미있었고
맞아 하하 완전 좋았지
기억나 그거 타면서 소리 지른 거
진짜 대박이었어 사람들 다 쳐다봤잖아
다음에 또 가자
그래 나중에 만나
응 조심히 가
그래 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '친근함', 'topic': '주말 만남', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['권서연', '정서우']}",친구와 공원 놀이 비용 계산,친구,놀이 기구 비용 나누기,
"야 뭐해
어 지금 그냥 집이야 너는
나도 집인데 오늘 공원에서 쓴 돈 한번 계산해볼까 하고
아 맞다 그거 좀 봐야겠다 어떻게 분배할래
일단 놀이기구 탄 게 각각 오천 원씩이었지
그렇지 두 번 탔으니까 만 원씩인가
그렇네 그리고 간식 값이 쫌 더 있지 않았나
맞아 어 그거 내려고 각자 삼천 원씩 냈잖아
그러면 총 각자 만 삼천 원씩인가
응 그렇게 나누면 될 거 같아
알겠어 그럼 내가 송금할게
오케이 연락해줘
그래 잘 지내
응 또 보자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '놀이 기구 비용 나누기', 'tone': '편안함', 'topic': '공원', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['박준혁', '정예진']}",친구와 공원 놀이 비용 계산,친구,놀이 기구 비용 나누기,
"안녕하세요 학원인데요
안녕하세요 저 수업료 납부 일정 좀 문의하려고요
음 잠깐만요 지금 걷는 중이라서요
네 괜찮습니다 말씀하세요
다음 납부 날짜가 언제인지 궁금해서요
잠시만요 네 확인해 보겠습니다
음 지금 확인해보니 다음 주 수요일까지입니다
아 그렇군요 고맙습니다
네 혹시 다른 문의 사항 있으신가요
아니요 그거 하나면 될 것 같아요
음 그러면 안전하게 잘 걸어가세요
네 감사합니다 다음에 뵙겠습니다
네 좋은 하루 되세요",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-학원', 'context': '수업료 납부 상담', 'tone': '공손함', 'topic': '수업료 납부 일정', 'emotion': '편안함', 'call_environment': '이동 중', 'participants': ['신지안', '황도윤']}",학원 수업료 납부 상담,학생-학원,수업료 납부 일정 문의,
"안녕하세요 저 학원 문의 좀 드리려고요
네 말씀하세요
저 이번 달 수업료 납부 일정이 어떻게 되는지 궁금해서요
음 네 수업료는 이번 주 금요일까지로 되어 있습니다
아 그렇군요 바람이 불어 소리가 좀 안 들려서요
아 괜찮습니다 혹시 늦게 납부하면 불이익이 있나요
네 조금의 연체료가 발생할 수 있으니 가급적 기한 내에 부탁드립니다
알겠습니다 이번 주 안에 꼭 납부하도록 할게요
네 감사합니다 밖이라 불편하실 텐데 감사합니다
아니에요 도와주셔서 감사합니다
네 좋은 하루 보내세요
네 안녕히 계세요",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-학원', 'context': '수업료 납부 일정 문의', 'tone': '공손함', 'topic': '학원 수업료', 'emotion': '중립', 'call_environment': '실외', 'participants': ['유소율', '허민서']}",학원 수업료 납부 상담,학생-학원,수업료 납부 일정 문의,
"야 뭐해
어 나 지금 거리 걷고 있어 왜
점심 먹은 거 계산 어떻게 할까 좀 나눠야 할 것 같은데
아 맞다 나 그거 까먹었네
얼마였지 기억나
음 내가 기억하기로는 한 사람당 만오천원 정도였던 것 같아
아 그래 그럼 계좌로 보내줄게
알겠어 내일쯤 확인할 테니까 천천히 보내
아 그리고 우리 다음에 더 맛있는 데 가보자
그래 좋아 요즘 날씨도 좋고 밖에 나가는 것도 나쁘지 않네
하하 맞아 바람도 시원하고
그럼 이따 연락하자
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '점심 비용 나누기', 'tone': '편안함', 'topic': '점심 식사 계산', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['노지훈', '권민성']}",친구와 점심 식사 비용 계산,친구,점심 계산 및 나누기,
"어 너 점심 잘 먹었어
응 잘 먹었어 너는
나도 잘 먹었어 근데 우리가 얼마씩 내야 하지
잠깐 계산해볼게
음 오천 원씩 나오네
아 그래 그럼 바로 보내줄게
고마워 나중에 또 밥 먹자
그래 그러자 다음번엔 내가 살게
오케이 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '점심 계산 및 나누기', 'tone': '편안함', 'topic': '점심 식사 비용 계산', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['송시우', '우서린']}",친구와 점심 식사 비용 계산,친구,점심 계산 및 나누기,
"야 뭐해
어 나 집이야
명절에 용돈 문제 좀 얘기해보려고 전화했어
아 맞다 그거 어떻게 할래
음 이번엔 조금 줄여야 할 것 같아
그럼 얼마나 생각하고 있어
작년보다 오만 원 정도 줄이는 게 어떨까
그래도 괜찮겠냐 부모님께서 섭섭해하실 수도 있잖아
알아 근데 요즘 지출도 많았고 해서 그 정도면 이해하지 않으실까
그렇네 그럼 그렇게 하자 가족 회의에서 말해보고
오케이 내가 좋은 말로 얘기해볼게
알았어 고마워 조심해서 잘 다녀와
응 나도 너도 조심해",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '명절 용돈 조율', 'tone': '협조적', 'topic': '명절 용돈 금액 조율', 'emotion': '협조적', 'call_environment': '조용한 실내', 'participants': ['양채윤', '양현민']}",가족과 명절 용돈 조율,가족,명절 용돈 금액 협의,
"어 뭐해
나 지금 카페야 좀 시끄럽네
아 그랬구나 나도 곧 나가야 돼
명절 준비 잘 돼가
어 괜찮아 준비할 건 별로 없어서
근데 용돈은 어떻게 할까 이 정도면 괜찮겠어
글쎄 이번에는 조금 더 올릴까 생각 중인데 어때
어 그러네 그럼 이번엔 좀 더 줄까
그게 좋을 것 같아 애들도 커가고 하니까
알았어 그럼 그렇게 하자
오케이 그럼 이따가 보자
응 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '명절 용돈 조율', 'tone': '협조적', 'topic': '명절 용돈 금액 협의', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['차시연', '임민석']}",가족과 명절 용돈 조율,가족,명절 용돈 금액 협의,
"어 지금 카페인데 좀 시끄러워 괜찮아
어 괜찮아 나도 잘 들려
그 우리 결혼식 비용 어떻게 할까
음 그게 말이야 다 같이 나누는 게 좋을 거 같아
그렇지 얘기한 대로 반반씩 나눈다고 했으니까
맞아 예산은 정해서 준비하는 게 나을 거 같아
아 그럼 대충 계산해볼까
응 지난번에 얘기한 대로 하면 될 것 같은데 어때
그렇게 하자 그리고 추가로 필요하면 또 얘기하자
좋아 그럼 나중에 다시 만날 때 더 자세히 얘기하자
그래 알겠어 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '결혼식 비용 논의', 'tone': '협조적', 'topic': '결혼식 비용 분담', 'emotion': '중립', 'call_environment': '시끄러운 실내', 'participants': ['임하은', '한지환']}",친척과 결혼식 비용 논의,가족,결혼식 관련 비용 분담,
"어 거기 좀 시끄럽네
카페에서 전화하는 중이야
아 그래
저기 있잖아 이번 결혼식 비용 어떻게 할지 얘기 좀 하려고
아 그게 말이야 내가 이번에 좀 더 부담할 수 있어
진짜 고마워 그럼 나머지는 내가 처리할게
우리 부모님도 조금 도와주신다고 해서
아 다행이다 우리 같이 잘 해보자
그럼 그날 식당 예약은 네가 할래
그래 그거 내가 맡을게
일정도 맞춰봐야겠다
시간 괜찮은 날에 모여서 다시 얘기하자
오케이 고마워 그럼 또 연락해
응 연락할게 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '결혼식 비용 분담', 'tone': '협조적', 'topic': '결혼식 관련 비용 논의', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['구준우', '이민성']}",친척과 결혼식 비용 논의,가족,결혼식 관련 비용 분담,
"안녕하세요
어 안녕 잘 지내지
우리 지난번 회식 비용 정산 어떻게 할까
음 그러게 나도 그 생각하고 있었어
혹시 생각해 둔 방법 있어
일단 n분의 1 하는 게 가장 편하지 않을까
그렇긴 한데 누가 카드로 계산했는지 기억나
음 내가 했던 것 같은데
아 그래 그럼 너 계좌로 보내주면 돼
음 괜찮아 다음 주 월급 들어오면 해도 되고
아니야 빨리 하는 게 좋다고 생각해
그래 알겠어 그럼 금액 알려주고 나중에 보내줄게
응 그럼 수고해
고마워 안녕
안녕",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '회식 비용 정산', 'tone': '편안함', 'topic': '회식 경비', 'emotion': '즐거움', 'call_environment': '조용한 공공장소', 'participants': ['고서우', '허우진']}",동료와 회식 경비 정산,동료,회식 비용 계산과 정산,
"어 지금 밖인데 잠깐 통화 가능해
어 나도 밖에 있어 무슨 일이야
저번 회식 때 내가 계산했던 거 있잖아
아 맞다 그거 정산해야지
어 내가 영수증 다 모아뒀거든
총 얼마 나왔어
한 사람당 3만 5천원씩 내면 되더라
생각보다 많이 나왔네 하하
그러게 뭐 좀 많이 시켰나봐 크크
입금하면 돼
어 내가 계좌 보낼게 바로 보낼게
오케이 고마워
다음엔 내 차례니까 내가 살게
다음엔 더 맛있는 데 가자
그럼 그때 보자 들어가서 연락해
알았어 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '회식 경비 정산', 'tone': '편안함', 'topic': '정산', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['남라윤', '남서준']}",동료와 회식 경비 정산,동료,회식 비용 계산과 정산,
"야 뭐해
어 나 지금 버스 타고 가는 중이야
아 그래 어디 가는데
집 근처 카페로 가는 중이야 커피 마시려고
아 그렇구나 다름이 아니라 이번에 운동 모임 회비 어떻게 나눌지 얘기 좀 하려고
아 그거 말이야 총 10명이니까 인당 만 원씩 하면 되지 않을까
음 그렇게 하면 될 것 같아 다들 쉽게 낼 수 있을 것 같아
그리고 다음 모임 때는 내가 정리해서 다시 한번 얘기할게
오케이 나중에도 잊지 말고 얘기해줘 그래야 헷갈리지 않으니까
알았어 그럼 다음에 봐 나중에 연락할게
그래 가면서 조심히 다녀와
응 나중에 얘기하자",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '운동 모임 회비 나누기', 'tone': '협조적', 'topic': '회비 정산', 'emotion': '협조적', 'call_environment': '이동 중', 'participants': ['장민서', '문다현']}",친구와 운동 모임 회비 나누기,친구,운동 모임 회비 정산,
"어 지금 바람 불어
나도 밖에 나와 있어
우리 이번 달 운동 모임 회비 어떻게 할까
이번에는 내가 조금 더 낼게
진짜 괜찮아 고마워
어차피 이번 달은 내가 많이 빠져서
그래도 같이 하니까 좋은데 이번 달 계획 어떻게 돼
주말에 산책도 하고 운동하기로 했잖아
맞아 맞아 그때 회비 좀 챙겨올게
알았어 바람 많이 부니까 따뜻하게 하고 다녀
고마워 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '약속 잡기', 'tone': '협조적', 'topic': '운동 모임 회비 나누기', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['하유나', '손도훈']}",친구와 운동 모임 회비 나누기,친구,운동 모임 회비 정산,
"어 어떻게 지내
음 잘 지내 너는
나도 잘 지내 근데 있잖아 이번에 학원비 때문에 좀 얘기하고 싶어서
아 그거 말이야 이번 달에 좀 많이 나왔지
응 그래서 어떻게 하면 좋을까 해서 얘기를 좀 하려고 전화했어
음 그럼 일단 이번 달은 내가 먼저 낼게 그리고 다음 달에 조정해보자
그래 주말에 만나서 구체적으로 얘기하자
좋아 그럼 주말에 봐 알았지
어 알겠어 고마워
응 그럼 나중에 봐
어 끊어
거기 시끄럽네 얼른 끊어야겠다",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '아이 학원비 상담', 'tone': '공손함', 'topic': '학원비 납부 계획', 'emotion': '편안함', 'call_environment': '시끄러운 실내', 'participants': ['이승호', '노유주']}",가족과 아이 학원비 상담,가족,아이 학원비 납부 계획 공유,
"어 거기야
응 지금 집이야
오늘 시간 좀 있어
어 있어 왜
다름이 아니라 학원비 얘기 좀 하려고
아 그래 받을 때가 됐나
응 이번 달은 좀 일찍 내야 한대
어떻게 준비할까
내 생각은 이번 주 내로 다 준비해두면 어때
음 좋아 그럼 내가 반은 먼저 준비할게
그래 고마워
이번 달은 좀 부담되긴 하는데 괜찮겠어
응 괜찮아 어차피 준비해둬야지
너무 무리하지 말고
알았어 고마워
그럼 이렇게 정리하고
그래 그러면 돼
나중에 또 얘기해
응 그래 나중에 봐
응 잘 있어",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '아이 학원비 상의', 'tone': '공손함', 'topic': '학원비 납부', 'emotion': '차분함', 'call_environment': '조용한 실내', 'participants': ['정승민', '배우진']}",가족과 아이 학원비 상담,가족,아이 학원비 납부 계획 공유,
"안녕하세요 은행이시죠
네 맞습니다 무엇을 도와드릴까요
제가 지금 계좌 유지 수수료에 대해 문의하려고 하는데요
아 네 잘 들리시나요 제가 버스 타고 있어서 조용한 데로 갈 수가 없어서요
괜찮습니다 설명해드릴게요 어떤 계좌를 사용하고 계신지요
그 주 거래 계좌인데 수수료가 어떻게 되나요
이 경우에는 매달 1000원의 유지 수수료가 부과됩니다
알겠습니다 감사해요
혹시 더 궁금한 점 있으신가요
아니요 그럼 좋은 하루 되세요
네 감사합니다 고객님도 좋은 하루 보내세요",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-은행직원', 'context': '계좌 유지 수수료 문의', 'tone': '정중함', 'topic': '은행 계좌 수수료 확인', 'emotion': '중립적', 'call_environment': '이동 중', 'participants': ['최지민', '고가은']}",은행 계좌 수수료 문의,고객-은행직원,계좌 유지 수수료 확인,
"안녕하세요 은행인가요
네 고객님 무엇을 도와드릴까요
제가 지금 버스 타고 가는데요 계좌 유지 수수료가 궁금해서요
어떤 계좌를 말씀하시는 건가요
일반 입출금 계좌요
확인해드리겠습니다 고객님 잠시만 기다려 주세요
네
고객님 현재 일반 입출금 계좌는 수수료가 면제입니다
아 그렇군요 감사합니다
도움이 되어 다행입니다 더 필요한 것 있으신가요
지금은 없어요 감사합니다
네 안전하게 이동하세요 좋은 하루 되세요
네 감사합니다 안녕히 계세요",0,"{'conversation_type': 'casual_normal', 'relationship': '고객-은행직원', 'context': '계좌 수수료 문의', 'tone': '정중함', 'topic': '계좌 유지 수수료', 'emotion': '중립', 'call_environment': '이동 중', 'participants': ['곽민호', '장세은']}",은행 계좌 수수료 문의,고객-은행직원,계좌 유지 수수료 확인,
"야 뭐해
집이야 너는
나도 집인데 있잖아 이번 여행비용 좀 계산해봤어
오 그래 얼마나 나왔어
전체적으로 총 이만 원쯤 들 것 같아 숙박이랑 교통비가 제일 크더라
그러네 그럼 그거 나누면 얼마씩이야
사만 원씩 내면 될 것 같아 음 그리고 식비도 좀 예상해봤어
식비는 얼마나 잡았어
한 사람 당 하루에 오천 원 정도 생각해서 삼 일에 만 오천 원
good 그럼 전체적으로 칠만 오천 원씩이면 되겠다
응 맞아 그렇게 하면 무리 없을 거 같아
좋아 그럼 그렇게 정리하자
오케이 다음에 만나면 돈도 얘기해보자
그래 알았어 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '예상 비용 계산 및 분배', 'tone': '협조적', 'topic': '여행비 예산 계획', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['정유나', '양준우']}",친구와 여행비 예산 계획,친구,예상 비용 계산 및 분배,
"야 뭐해
어 별일 없어 너는
나 지금 카페에서 커피 한 잔 하고 있어 좀 시끄러운데 괜찮아
응 여기 잘 들려 너 이제 여행 준비 다 했어
아직 계산 좀 해봐야 하는데 우리 예산이 얼마였지
이번 여행에서 한 50만원 정도 생각하고 있어
숙소랑 교통비가 제일 클 거 같은데 숙소는 얼마일까
내가 알아보니까 1박에 10만원이더라 그래서 3박이면 30만원
오 그러면 우리 교통비는 얼마나 들까
버스랑 기차로 다니니까 한 15만원 정도 예상하고 있어
그럼 또 뭐 더 필요할까
음 식비랑 기타 잡비 생각해야겠지
맞네 그럼 한 5만원씩 따로 챙기는 게 좋겠다
좋아 그러면 우리 곧 만나서 좀 더 자세히 얘기해보자
그래 나중에 봐
응 잘 지내고 나중에 연락해",0,"{'conversation_type': 'casual_normal', 'relationship': '친구', 'context': '예산 계획', 'tone': '협조적', 'topic': '여행비용', 'emotion': '즐거움', 'call_environment': '시끄러운 실내', 'participants': ['장주호', '오라윤']}",친구와 여행비 예산 계획,친구,예상 비용 계산 및 분배,
"어 지금 시간 돼
어 괜찮아 무슨 일이야
저번에 커피 같이 산 거 기억나지
아 맞아 그때 커피 맛있었어
다음엔 다른 데서 사자고 했잖아
그래서 말인데 그거 비용 나눠야 할 것 같아서
음 얼마였더라 다 합쳐서 오천원이었던 것 같아
그럼 이천오백원씩 나누면 될까
어 좋네 그렇게 하자
나중에 회사에서 줄게 괜찮지
응 천천히 하면 돼 고마워
오케이 그럼 또 필요하면 알려줘
응 고마워 그럼 이따 봐
응 이따 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '커피 회비 정산', 'tone': '편안함', 'topic': '커피 구입 비용 나누기', 'emotion': '즐거움', 'call_environment': '조용한 실내', 'participants': ['한소율', '고예린']}",동료와 커피 회비 정산,동료,커피 구입 비용 나누기,
"어 지금 어디야
어 나 걷는 중이야 회사 근처야
아 그래 나도 잠깐 나와서 걷고 있어
저번에 커피 같이 샀던 거 있잖아
응 그거 어떻게 할까 우리 반씩 나눌까
응 그게 좋을 것 같아 얼마였지
총 12000원이었으니까 6000원씩 하자
오케이 그럼 내가 너한테 보낼게
괜찮아 이번엔 내가 살게 저번에 너가 샀으니까
아 그럼 고마워 다음 번엔 내가 살게
응 그래 그럼 천천히 걸어 조심히 들어가
응 너도 조심해 다음에 봐
응 알겠어 나중에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '동료', 'context': '커피 구입 비용 나누기', 'tone': '편안함', 'topic': '커피 회비 정산', 'emotion': '즐거움', 'call_environment': '실외', 'participants': ['구연우', '최세은']}",동료와 커피 회비 정산,동료,커피 구입 비용 나누기,
"어 지금 잠깐 얘기할 수 있어
응 괜찮아
이번 주말 가족 모임 있잖아
어 맞아
비용 어떻게 나눌까 했는데
음 그러네
우리 각자 십만 원씩 내는 거 어때
그럼 충분할 것 같아
응 나머지는 우리 큰삼촌이 좀 더 낸다고 하셨어
아 그렇구나
내가 그럼 십만 원 준비할게
오케이 그럼 나중에 봐
응 그래 연락할게",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '모임 비용 분담', 'tone': '협조적', 'topic': '가족 모임 비용 분배', 'emotion': '협조', 'call_environment': '조용한 공공장소', 'participants': ['차세은', '우지헌']}",친척과 가족 모임 비용 분배,가족,모임 비용 분담 논의,
"야 뭐해
어 나 지금 카페야 조금 시끄러워
괜찮아 나도 지금 카페야 서로 잘 안 들릴 수도 있겠다
그러게 말이야 저기 그 가족 모임 얘기 좀 해보려고
아 맞다 모임 비용을 조금 나눠야 할 것 같은데 어때
어 나도 그렇게 생각하고 있었어 어떻게 나누는 게 좋을까
음 그러니까 대충 삼천만 원 정도 나왔잖아 반반씩 나눌까
그래 그러면 오십오오십으로 나누고 각자 이체하면 되지
괜찮다 그러면 은행 앱으로 보내줄게
오케이 그럼 지금 거기 시끄러우니까 조금 있다가 확인할게
그래 그럼
고생했어 나중에 전화해
응 다음에 봐",0,"{'conversation_type': 'casual_normal', 'relationship': '가족', 'context': '모임 비용 분담 논의', 'tone': '협조적', 'topic': '가족 모임 비용 분배', 'emotion': '협조적', 'call_environment': '시끄러운 실내', 'participants': ['한예은', '임은우']}",친척과 가족 모임 비용 분배,가족,모임 비용 분담 논의,
"안녕하세요 학원인데요
안녕하세요 저 이번에 등록하려고 하는데 할인 가능한가요
아 네 등록금 할인 관련해서는 어떤 과정인지 말씀해 주시면 확인해드릴게요
어 음 영어 과정이요
알겠습니다 그 과정은 현재 재수강생에게만 할인이 적용되고 있어요
아 그렇군요 음 알겠어요 혹시 다른 혜택이나 이벤트는 없나요
잠시만요 제가 한번 더 확인해볼게요
아 네 감사합니다
지금 확인해보니 다음 달에 등록하시면 교재를 무료로 드리는 이벤트가 있네요
오 그거 좋네요 그럼 다음 달에 등록해야겠어요
네 그렇게 하시면 되겠습니다 다른 궁금한 점 있으신가요
아니요 지금은 없습니다 고맙습니다
네 감사합니다 좋은 하루 보내세요",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-학원', 'context': '등록금 할인 가능 여부 문의', 'tone': '공손함', 'topic': '학원 등록금 할인', 'emotion': '중립', 'call_environment': '조용한 실내', 'participants': ['배소윤', '민은우']}",학원 등록금 할인 문의,학생-학원,등록금 할인 가능 여부 문의,
"안녕하세요 저 등록금 관련해서 문의 드릴 게 있어서요
네 말씀하세요
혹시 등록금 할인 같은 게 있나요
아 네 현재 특별 할인 프로그램은 없고요 장기 등록 할인이나 다자녀 할인 같은 것들이 있어요
음 그러면 장기 등록 할인은 어느 정도 되나요
3개월 이상 등록하시면 10퍼센트 할인 적용됩니다
오 괜찮네요 그럼 다자녀 할인은 어떻게 되나요
다자녀 할인은 동시에 등록한 경우에만 5퍼센트 추가 할인이 가능해요
아 알겠습니다 그럼 제가 다음 주에 등록하러 가도 될까요
네 언제든지 방문해 주시면 도와드리겠습니다
감사합니다 조용한 곳에서 설명 들어서 잘 이해했어요
네 감사합니다 방문 때 뵙겠습니다",0,"{'conversation_type': 'casual_normal', 'relationship': '학생-학원', 'context': '등록금 할인 문의', 'tone': '공손함', 'topic': '등록금 할인 가능 여부', 'emotion': '중립', 'call_environment': '조용한 실내', 'participants': ['황은우', '곽예나']}",학원 등록금 할인 문의,학생-학원,등록금 할인 가능 여부 문의,
